labels,treatment,rep,position,buttonID,season,longdate,year,month,day,time,unit,value,full_paths
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,00:44:00,C,20.136,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,04:44:00,C,18.134,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,08:44:00,C,17.634,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,12:44:00,C,4.1,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,16:44:00,C,3.096,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-28,2019,10,28,20:44:00,C,14.128,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,00:44:00,C,12.124,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,04:44:00,C,3.598,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,08:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,12:44:00,C,8.113,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,16:44:00,C,13.627,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-29,2019,10,29,20:44:00,C,5.605,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,00:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,04:44:00,C,-2.428,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,08:44:00,C,-3.935,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,12:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,16:44:00,C,3.598,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-30,2019,10,30,20:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,00:44:00,C,16.132,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,04:44:00,C,17.634,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,08:44:00,C,18.134,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,12:44:00,C,8.615,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,16:44:00,C,10.62,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-10-31,2019,10,31,20:44:00,C,9.618,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,00:44:00,C,4.1,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,04:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,08:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,12:44:00,C,5.104,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,16:44:00,C,13.126,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-01,2019,11,01,20:44:00,C,18.635,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,00:44:00,C,20.136,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,04:44:00,C,18.134,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,08:44:00,C,7.612,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,12:44:00,C,8.113,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,16:44:00,C,8.615,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-02,2019,11,02,20:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,00:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,03:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,07:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,11:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,15:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,19:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-03,2019,11,03,23:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,03:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,07:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,11:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,15:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,19:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-04,2019,11,04,23:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,03:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,07:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,11:44:00,C,2.594,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,15:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,19:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-05,2019,11,05,23:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,03:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,07:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,11:44:00,C,2.092,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,15:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,19:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-06,2019,11,06,23:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,03:44:00,C,1.59,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,07:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,11:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,15:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,19:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-07,2019,11,07,23:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,03:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,07:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,11:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,15:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,19:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-08,2019,11,08,23:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,03:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,07:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,11:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,15:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,19:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-09,2019,11,09,23:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,03:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,07:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,11:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,15:44:00,C,1.088,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,19:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-10,2019,11,10,23:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,03:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,07:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,11:44:00,C,0.586,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,15:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,19:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-11,2019,11,11,23:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,03:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,07:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,11:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,15:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,19:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-12,2019,11,12,23:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,03:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,07:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,11:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,15:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,19:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-13,2019,11,13,23:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,03:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,07:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,11:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,15:44:00,C,-0.418,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,19:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-14,2019,11,14,23:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,03:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,07:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,11:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,15:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,19:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-15,2019,11,15,23:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,03:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,07:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,11:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,15:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,19:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-16,2019,11,16,23:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-17,2019,11,17,03:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
C2A_R3_m0surf_i39_2020,C2A,R3,m0surf,i39,2020,2019-11-17,2019,11,17,07:44:00,C,0.084,./CLEAN_DATA/C2A_R3_m0surf_i39_2020.csv
